,age,gender,number_of_promotions,overtime,distance_from_home,number_of_dependents,company_tenure,remote_work,leadership_opportunities,innovation_opportunities,attrition,years_at_company_log,monthly_income_capped,job_role_Finance,job_role_Healthcare,job_role_Media,job_role_Technology,work-life_balance_Fair,work-life_balance_Good,work-life_balance_Poor,job_satisfaction_Low,job_satisfaction_Medium,job_satisfaction_Very High,performance_rating_Below Average,performance_rating_High,performance_rating_Low,education_level_Bachelor’s Degree,education_level_High School,education_level_Master’s Degree,education_level_PhD,marital_status_Married,marital_status_Single,job_level_Mid,job_level_Senior,company_size_Medium,company_size_Small,company_reputation_Fair,company_reputation_Good,company_reputation_Poor,employee_recognition_Low,employee_recognition_Medium,employee_recognition_Very High
8661,42,0,2,1,4,1,50,0,0,0,0,1.791759469228055,10202.0,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
8662,29,1,2,1,81,0,2,0,0,0,0,0.6931471805599453,6744.0,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,False,False
8663,53,1,1,0,74,3,37,0,0,0,0,3.295836866004329,6134.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False
8664,46,0,0,0,87,3,67,0,0,0,0,3.044522437723423,5488.0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False
8665,53,0,1,1,18,2,61,0,0,1,0,2.8903717578961645,7422.0,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
8666,18,1,2,0,51,1,56,0,0,0,0,0.6931471805599453,3806.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
8667,34,0,1,0,47,4,31,0,0,1,1,0.6931471805599453,7661.0,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False
8668,24,0,1,0,1,0,14,1,0,0,1,1.6094379124341003,4780.0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False
8669,37,1,1,0,60,5,54,0,0,0,0,1.0986122886681098,7368.0,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False
8670,18,1,0,1,3,3,65,1,0,0,1,1.0986122886681098,7647.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False
8671,38,0,3,0,75,0,92,0,0,0,1,3.1780538303479458,9214.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False
8672,34,1,0,0,46,2,55,0,1,0,1,2.9444389791664403,9088.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False
8673,46,1,1,0,41,1,35,0,0,0,1,3.091042453358316,5305.0,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True
8674,56,1,0,0,46,1,112,0,0,0,0,3.713572066704308,10188.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True
8675,57,1,2,0,15,0,69,0,0,1,1,1.3862943611198906,7431.0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False
8676,20,1,0,1,62,4,53,0,0,0,1,1.791759469228055,8471.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False
8677,57,1,3,1,65,0,52,0,0,1,1,2.4849066497880004,3749.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False
8678,58,0,2,0,58,4,75,0,0,0,1,3.295836866004329,6809.0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
8679,46,1,0,0,87,3,37,1,0,0,1,2.1972245773362196,7924.0,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
8680,47,0,2,0,53,1,41,0,0,0,0,3.4657359027997265,8346.0,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False
8681,19,0,0,0,56,0,36,1,0,0,0,1.9459101490553132,9870.0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
8682,42,1,0,0,36,1,80,0,0,0,1,3.258096538021482,5215.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
8683,25,1,1,1,78,1,77,0,0,0,1,2.833213344056216,5686.0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False
8684,24,1,1,0,38,2,28,0,0,0,1,2.4849066497880004,12277.0,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,True,False
8685,44,1,0,0,17,3,99,0,0,0,0,3.4339872044851463,5591.0,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False
8686,33,1,0,0,79,2,56,0,0,0,1,3.1354942159291497,4401.0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False
8687,49,1,0,1,44,0,77,1,0,1,1,2.70805020110221,9753.0,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
8688,41,0,3,1,30,1,27,1,0,0,1,2.8903717578961645,6351.0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,True
8689,30,1,0,0,55,0,38,0,0,0,0,2.772588722239781,3827.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False
8690,25,1,1,0,52,0,60,0,0,1,1,2.6390573296152584,6307.0,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
8691,38,1,1,1,52,0,47,0,0,0,0,3.332204510175204,5800.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False
8692,58,0,2,0,70,1,50,0,0,1,0,2.1972245773362196,4588.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False
8693,34,0,0,0,2,0,93,0,0,0,1,2.9444389791664403,5595.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False
8694,45,0,0,0,55,0,64,0,0,0,1,0.6931471805599453,6324.0,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False
8695,58,0,0,0,36,1,45,0,0,0,1,2.9444389791664403,7218.0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
8696,54,0,0,1,60,2,44,1,0,0,0,1.3862943611198906,5433.0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False
8697,24,1,1,0,33,2,77,0,0,0,0,1.3862943611198906,12126.0,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
8698,46,1,0,0,87,2,50,0,0,0,0,2.833213344056216,9843.0,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False
8699,40,0,0,1,50,1,70,0,0,1,1,3.1780538303479458,8454.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False
8700,20,1,3,0,13,4,62,0,0,1,0,2.302585092994046,9816.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False
8701,27,1,0,0,57,0,47,0,0,1,1,1.9459101490553132,12733.0,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
8702,45,1,1,0,16,2,83,0,0,1,1,3.58351893845611,8810.0,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False
8703,35,1,2,1,8,2,26,1,0,0,1,1.3862943611198906,3716.0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False,True,False,False,True,False
8704,46,1,0,1,36,1,94,0,0,0,0,2.833213344056216,4871.0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False
8705,55,0,1,1,84,3,49,0,0,0,0,3.5553480614894135,7695.0,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False
8706,25,1,0,0,43,0,78,0,0,0,0,1.0986122886681098,8351.0,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
8707,40,0,1,0,4,5,50,0,0,0,0,2.70805020110221,3843.0,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False
8708,39,1,0,0,44,0,99,0,0,0,0,3.091042453358316,8676.0,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
8709,20,1,1,0,71,0,9,0,0,0,0,1.9459101490553132,5905.0,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False
8710,35,0,0,1,17,2,34,0,0,1,1,3.332204510175204,10922.0,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False
8711,49,0,1,0,5,4,93,0,0,0,0,3.5553480614894135,9548.0,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
8712,20,0,0,0,72,5,24,0,0,0,0,1.791759469228055,9141.0,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False
8713,51,0,0,0,14,1,114,1,0,1,1,3.713572066704308,6951.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False
8714,29,1,0,0,47,1,91,1,0,0,1,3.091042453358316,5664.0,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False
8715,44,1,0,1,15,6,74,0,0,0,0,2.0794415416798357,5819.0,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False
8716,29,0,0,0,56,3,68,0,0,0,0,2.302585092994046,6142.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
8717,55,1,1,1,72,3,57,0,0,1,1,3.828641396489095,7878.0,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False
8718,59,1,0,0,35,0,49,0,0,0,0,3.258096538021482,9062.0,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False
8719,35,1,0,0,61,1,28,0,0,1,0,2.5649493574615367,7839.0,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
8720,20,0,3,0,71,0,17,0,0,0,1,2.1972245773362196,7397.0,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False
8721,42,0,2,1,43,0,73,0,0,0,1,3.295836866004329,10116.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False
8722,44,0,0,0,35,1,55,0,0,0,0,3.6109179126442243,6601.0,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False
8723,50,0,1,0,73,1,40,0,0,0,0,2.4849066497880004,10097.0,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,False,True,False,False,True,False
8724,59,1,2,1,94,4,40,0,0,0,1,3.6375861597263857,12853.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False
8725,44,1,2,1,14,4,32,0,0,1,1,3.258096538021482,8383.0,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False
8726,45,1,0,0,48,0,61,0,0,0,0,3.4011973816621555,6030.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
8727,43,1,1,0,24,1,32,0,0,1,0,1.9459101490553132,5302.0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False
8728,42,0,2,1,74,1,32,1,0,1,0,2.4849066497880004,6895.0,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False
8729,22,1,0,0,80,1,47,0,0,0,1,2.5649493574615367,9000.0,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False
8730,21,0,1,1,18,1,17,0,0,0,1,2.0794415416798357,6041.0,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False
8731,21,1,2,1,79,0,55,0,0,0,0,2.3978952727983707,3478.0,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False
8732,46,1,0,0,79,4,99,0,0,0,1,3.4339872044851463,5089.0,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True,False,True,False,False
8733,54,0,2,1,34,1,44,0,0,0,0,2.302585092994046,9390.0,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
8734,32,0,1,1,3,2,86,1,0,0,1,2.772588722239781,8517.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,True,False,False
8735,32,1,0,1,94,1,21,0,0,0,0,2.5649493574615367,8014.0,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False
8736,31,0,0,0,19,2,63,0,0,1,0,2.302585092994046,8574.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False
8737,25,1,3,0,24,2,70,0,0,0,1,1.0986122886681098,6208.0,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False
8738,56,1,0,0,3,4,94,0,0,0,1,3.6888794541139363,3618.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False,False
8739,25,0,0,1,3,4,62,0,0,0,1,1.0986122886681098,5029.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
8740,42,1,0,0,23,1,24,1,0,0,1,1.0986122886681098,3374.0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
8741,33,0,1,0,62,3,78,0,0,1,1,2.995732273553991,8379.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
8742,19,1,0,1,68,0,16,0,0,0,1,2.4849066497880004,7265.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,True,False,False,True,False,False
8743,45,1,1,0,45,0,101,0,0,0,0,3.4965075614664802,6279.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False
8744,54,0,0,0,41,4,47,0,0,0,0,3.8066624897703196,7048.0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False
8745,46,0,1,0,23,4,55,0,0,0,1,2.3978952727983707,10032.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False
8746,29,0,2,1,71,4,48,0,0,0,1,2.833213344056216,8812.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False
8747,55,1,2,1,58,3,41,0,0,0,0,3.295836866004329,6494.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False
8748,42,0,0,0,49,2,25,0,0,1,0,2.70805020110221,7806.0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False
8749,56,0,2,0,35,0,67,1,0,0,1,0.6931471805599453,5197.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False
8750,55,1,1,1,59,0,45,0,0,0,1,3.784189633918261,5826.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
8751,46,0,2,0,70,4,11,0,0,0,0,1.791759469228055,8966.0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False
8752,56,1,2,1,67,1,36,0,0,0,1,2.302585092994046,6327.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False
8753,43,0,2,0,83,2,70,0,0,0,1,1.0986122886681098,5568.0,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False
8754,33,0,1,1,15,1,24,0,0,0,1,1.9459101490553132,5970.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False
8755,25,1,0,1,46,3,78,1,0,0,1,2.70805020110221,6118.0,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
8756,38,0,0,0,36,1,26,0,0,0,1,3.2188758248682006,9574.0,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,False,False
8757,47,1,2,0,3,1,14,0,0,0,0,1.791759469228055,11159.0,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
8758,29,1,2,0,15,3,37,1,0,1,1,3.091042453358316,13111.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False
8759,44,0,0,0,23,1,27,0,0,1,1,2.70805020110221,10186.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,True,False,False
8760,56,1,0,0,93,2,95,1,0,0,1,3.6109179126442243,6962.0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False
8761,36,0,0,1,38,0,57,0,0,0,1,2.70805020110221,7896.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False
8762,53,0,0,1,25,0,79,0,0,0,0,3.5553480614894135,6370.0,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False,False,True,False,False,False,True
8763,38,0,0,0,89,4,84,0,0,0,0,2.833213344056216,9446.0,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False
8764,19,0,2,1,59,1,64,1,1,0,1,2.0794415416798357,12518.0,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False
8765,55,1,0,0,65,0,54,0,0,0,0,2.772588722239781,3944.0,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
8766,50,1,0,1,10,0,45,0,0,0,1,2.6390573296152584,9928.0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False
8767,54,1,0,0,80,0,74,0,0,0,1,3.4965075614664802,8690.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False
8768,25,1,2,0,33,1,17,0,0,0,1,2.3978952727983707,5731.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True
8769,59,1,0,0,23,0,91,0,0,0,1,2.6390573296152584,6614.0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False
8770,29,1,3,0,37,0,28,0,0,1,1,1.9459101490553132,8860.0,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False
8771,21,0,1,0,84,1,50,1,0,0,0,2.6390573296152584,10981.0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,True,False,False
8772,37,1,0,0,70,2,77,0,0,0,1,1.0986122886681098,4333.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False
8773,23,1,0,0,27,1,22,0,0,1,1,1.6094379124341003,8347.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False
8774,58,1,0,0,74,0,37,0,0,0,1,2.4849066497880004,5411.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
8775,37,0,0,0,24,0,51,0,0,0,0,1.791759469228055,7515.0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True
8776,42,1,1,0,14,4,61,0,0,0,1,3.2188758248682006,5953.0,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False
8777,27,1,0,1,66,1,79,0,0,0,0,2.0794415416798357,4502.0,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
8778,32,1,2,1,58,0,65,0,0,1,0,1.791759469228055,8722.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False
8779,38,1,1,0,86,0,67,0,0,0,0,3.332204510175204,7207.0,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False
8780,26,0,2,0,27,3,47,0,0,0,1,2.4849066497880004,7877.0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
8781,40,1,1,0,97,0,53,0,0,0,0,2.4849066497880004,11062.0,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False
8782,48,0,3,0,2,2,76,1,0,0,1,3.4011973816621555,4881.0,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True
8783,24,0,1,1,39,5,79,0,0,0,1,2.0794415416798357,8449.0,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False
8784,57,1,3,1,18,0,84,1,0,0,1,2.1972245773362196,5412.0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,False,False
8785,53,1,2,0,5,3,22,1,0,1,1,2.70805020110221,5964.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
8786,42,0,0,0,24,1,62,1,0,0,1,2.833213344056216,3710.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False
8787,44,1,0,1,11,1,42,0,0,0,1,2.4849066497880004,11754.0,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False
8788,36,0,3,0,50,1,34,0,0,0,0,1.3862943611198906,7609.0,False,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
8789,26,1,1,0,35,0,61,0,0,1,0,2.4849066497880004,4419.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,False,True,False,False,True,False
8790,30,0,1,0,72,0,67,1,0,1,0,2.995732273553991,10820.0,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False
8791,43,0,0,1,20,0,33,0,0,0,1,3.4339872044851463,8131.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,False
8792,20,1,0,0,49,3,40,0,0,1,1,0.6931471805599453,9317.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False
8793,38,1,0,0,12,4,33,1,0,0,1,0.6931471805599453,8931.0,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False
8794,40,0,0,0,79,4,35,0,0,0,0,1.3862943611198906,6036.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False
8795,48,1,2,0,5,0,107,1,0,0,0,3.367295829986474,8210.0,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False
8796,52,1,0,1,8,1,6,0,0,1,1,1.6094379124341003,10708.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False
8797,36,0,0,0,73,3,77,0,0,0,1,2.3978952727983707,8064.0,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False
8798,43,1,2,0,73,1,71,0,0,0,0,2.772588722239781,6567.0,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False
8799,37,1,0,0,93,2,61,1,0,1,1,2.70805020110221,6583.0,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False
8800,18,0,1,0,30,1,39,1,0,0,1,1.791759469228055,3952.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
8801,47,0,2,0,98,1,68,1,0,1,1,2.9444389791664403,6745.0,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
